skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
calibration,Engineering & Manufacturing,Calibration,3,,hard,Engineering & Manufacturing
calibrations,Engineering & Manufacturing,Calibrations,3,,hard,Engineering & Manufacturing
campaign,Engineering & Manufacturing,Campaign,3,,hard,Engineering & Manufacturing
campaigns,Engineering & Manufacturing,Campaigns,3,,hard,Engineering & Manufacturing
civil,Engineering & Manufacturing,Civil,3,,hard,Engineering & Manufacturing
cleanroom,Engineering & Manufacturing,Cleanroom,3,,hard,Engineering & Manufacturing
drawing,Engineering & Manufacturing,Drawing,3,,hard,Engineering & Manufacturing
drawings,Engineering & Manufacturing,Drawings,3,,hard,Engineering & Manufacturing
electrical,Engineering & Manufacturing,Electrical,3,,hard,Engineering & Manufacturing
electromechanical,Engineering & Manufacturing,Electromechanical,3,,hard,Engineering & Manufacturing
fabrication,Engineering & Manufacturing,Fabrication,3,,hard,Engineering & Manufacturing
geospatial,Engineering & Manufacturing,Geospatial,3,,hard,Engineering & Manufacturing
geotechnical,Engineering & Manufacturing,Geotechnical,3,,hard,Engineering & Manufacturing
hydraulic,Engineering & Manufacturing,Hydraulic,3,,hard,Engineering & Manufacturing
hydraulics,Engineering & Manufacturing,Hydraulics,3,,hard,Engineering & Manufacturing
inspection,Engineering & Manufacturing,Inspection,3,,hard,Engineering & Manufacturing
kaizen,Engineering & Manufacturing,Kaizen,3,,hard,Engineering & Manufacturing
machining,Engineering & Manufacturing,Machining,3,,hard,Engineering & Manufacturing
manufacturing,Engineering & Manufacturing,Manufacturing,3,,hard,Engineering & Manufacturing
materials,Engineering & Manufacturing,Materials,3,,hard,Engineering & Manufacturing
metrology,Engineering & Manufacturing,Metrology,3,,hard,Engineering & Manufacturing
robotics,Engineering & Manufacturing,Robotics,3,,hard,Engineering & Manufacturing
structural,Engineering & Manufacturing,Structural,3,,hard,Engineering & Manufacturing
welding,Engineering & Manufacturing,Welding,3,,hard,Engineering & Manufacturing
accounting,Finance & Accounting,Accounting,3,,hard,Finance & Accounting
accreditation,Finance & Accounting,Accreditation,3,,hard,Finance & Accounting
accredited,Finance & Accounting,Accredited,3,,hard,Finance & Accounting
asset,Finance & Accounting,Asset,3,,hard,Finance & Accounting
assets,Finance & Accounting,Assets,3,,hard,Finance & Accounting
auditing,Finance & Accounting,Auditing,3,,hard,Finance & Accounting
auditor,Finance & Accounting,Auditor,3,,hard,Finance & Accounting
auditors,Finance & Accounting,Auditors,3,,hard,Finance & Accounting
audits,Finance & Accounting,Audits,3,,hard,Finance & Accounting
banking,Finance & Accounting,Banking,3,,hard,Finance & Accounting
bookkeeping,Finance & Accounting,Bookkeeping,3,,hard,Finance & Accounting
budgeting,Finance & Accounting,Budgeting,3,,hard,Finance & Accounting
compliance,Finance & Accounting,Compliance,3,,hard,Finance & Accounting
cybersecurity,Finance & Accounting,Cybersecurity,3,,hard,Finance & Accounting
devsecops,Finance & Accounting,Devsecops,3,,hard,Finance & Accounting
forecasting,Finance & Accounting,Forecasting,3,,hard,Finance & Accounting
fundraising,Finance & Accounting,Fundraising,3,,hard,Finance & Accounting
grants,Finance & Accounting,Grants,3,,hard,Finance & Accounting
invoicing,Finance & Accounting,Invoicing,3,,hard,Finance & Accounting
lending,Finance & Accounting,Lending,3,,hard,Finance & Accounting
mortgage,Finance & Accounting,Mortgage,3,,hard,Finance & Accounting
nonprofit,Finance & Accounting,Nonprofit,3,,hard,Finance & Accounting
payroll,Finance & Accounting,Payroll,3,,hard,Finance & Accounting
reimbursement,Finance & Accounting,Reimbursement,3,,hard,Finance & Accounting
security,Finance & Accounting,Security,3,,hard,Finance & Accounting
anesthesia,Healthcare & Clinical,Anesthesia,3,,hard,Healthcare & Clinical
autoclave,Healthcare & Clinical,Autoclave,3,,hard,Healthcare & Clinical
biomedical,Healthcare & Clinical,Biomedical,3,,hard,Healthcare & Clinical
biopsy,Healthcare & Clinical,Biopsy,3,,hard,Healthcare & Clinical
brachytherapy,Healthcare & Clinical,Brachytherapy,3,,hard,Healthcare & Clinical
cardiology,Healthcare & Clinical,Cardiology,3,,hard,Healthcare & Clinical
catheter,Healthcare & Clinical,Catheter,3,,hard,Healthcare & Clinical
catheterization,Healthcare & Clinical,Catheterization,3,,hard,Healthcare & Clinical
catheters,Healthcare & Clinical,Catheters,3,,hard,Healthcare & Clinical
chemotherapy,Healthcare & Clinical,Chemotherapy,3,,hard,Healthcare & Clinical
chiropractic,Healthcare & Clinical,Chiropractic,3,,hard,Healthcare & Clinical
cytology,Healthcare & Clinical,Cytology,3,,hard,Healthcare & Clinical
dentistry,Healthcare & Clinical,Dentistry,3,,hard,Healthcare & Clinical
diagnostic,Healthcare & Clinical,Diagnostic,3,,hard,Healthcare & Clinical
dialysis,Healthcare & Clinical,Dialysis,3,,hard,Healthcare & Clinical
ehr,Healthcare & Clinical,Ehr,3,,hard,Healthcare & Clinical
emergency,Healthcare & Clinical,Emergency,3,,hard,Healthcare & Clinical
emr,Healthcare & Clinical,Emr,3,,hard,Healthcare & Clinical
epidural,Healthcare & Clinical,Epidural,3,,hard,Healthcare & Clinical
glucose,Healthcare & Clinical,Glucose,3,,hard,Healthcare & Clinical
hematology,Healthcare & Clinical,Hematology,3,,hard,Healthcare & Clinical
hipaa,Healthcare & Clinical,Hipaa,3,,hard,Healthcare & Clinical
histology,Healthcare & Clinical,Histology,3,,hard,Healthcare & Clinical
histopathology,Healthcare & Clinical,Histopathology,3,,hard,Healthcare & Clinical
immunology,Healthcare & Clinical,Immunology,3,,hard,Healthcare & Clinical
inpatient,Healthcare & Clinical,Inpatient,3,,hard,Healthcare & Clinical
laboratory,Healthcare & Clinical,Laboratory,3,,hard,Healthcare & Clinical
laparoscopic,Healthcare & Clinical,Laparoscopic,3,,hard,Healthcare & Clinical
laparoscopy,Healthcare & Clinical,Laparoscopy,3,,hard,Healthcare & Clinical
medical,Healthcare & Clinical,Medical,3,,hard,Healthcare & Clinical
nephrology,Healthcare & Clinical,Nephrology,3,,hard,Healthcare & Clinical
neurology,Healthcare & Clinical,Neurology,3,,hard,Healthcare & Clinical
nursing,Healthcare & Clinical,Nursing,3,,hard,Healthcare & Clinical
nutrition,Healthcare & Clinical,Nutrition,3,,hard,Healthcare & Clinical
occupational,Healthcare & Clinical,Occupational,3,,hard,Healthcare & Clinical
oncology,Healthcare & Clinical,Oncology,3,,hard,Healthcare & Clinical
ophthalmology,Healthcare & Clinical,Ophthalmology,3,,hard,Healthcare & Clinical
paediatric,Healthcare & Clinical,Paediatric,3,,hard,Healthcare & Clinical
paramedicine,Healthcare & Clinical,Paramedicine,3,,hard,Healthcare & Clinical
pathology,Healthcare & Clinical,Pathology,3,,hard,Healthcare & Clinical
pharmacy,Healthcare & Clinical,Pharmacy,3,,hard,Healthcare & Clinical
physical,Healthcare & Clinical,Physical,3,,hard,Healthcare & Clinical
physiotherapy,Healthcare & Clinical,Physiotherapy,3,,hard,Healthcare & Clinical
psychiatry,Healthcare & Clinical,Psychiatry,3,,hard,Healthcare & Clinical
psychology,Healthcare & Clinical,Psychology,3,,hard,Healthcare & Clinical
radiology,Healthcare & Clinical,Radiology,3,,hard,Healthcare & Clinical
rehabilitation,Healthcare & Clinical,Rehabilitation,3,,hard,Healthcare & Clinical
respiratory,Healthcare & Clinical,Respiratory,3,,hard,Healthcare & Clinical
sterilization,Healthcare & Clinical,Sterilization,3,,hard,Healthcare & Clinical
ultrasound,Healthcare & Clinical,Ultrasound,3,,hard,Healthcare & Clinical
accessioning,IT Infrastructure & Security,Accessioning,3,,tool,IT Infrastructure & Security
ambulance,IT Infrastructure & Security,Ambulance,3,,tool,IT Infrastructure & Security
anaplan,IT Infrastructure & Security,Anaplan,3,,tool,IT Infrastructure & Security
android,IT Infrastructure & Security,Android,3,,tool,IT Infrastructure & Security
anticipation,IT Infrastructure & Security,Anticipation,3,,tool,IT Infrastructure & Security
antimalware,IT Infrastructure & Security,Antimalware,3,,tool,IT Infrastructure & Security
apprenticeship,IT Infrastructure & Security,Apprenticeship,3,,tool,IT Infrastructure & Security
apprenticeships,IT Infrastructure & Security,Apprenticeships,3,,tool,IT Infrastructure & Security
authentication,IT Infrastructure & Security,Authentication,3,,tool,IT Infrastructure & Security
authorization,IT Infrastructure & Security,Authorization,3,,tool,IT Infrastructure & Security
backup,IT Infrastructure & Security,Backup,3,,tool,IT Infrastructure & Security
backups,IT Infrastructure & Security,Backups,3,,tool,IT Infrastructure & Security
balance,IT Infrastructure & Security,Balance,3,,tool,IT Infrastructure & Security
balancing,IT Infrastructure & Security,Balancing,3,,tool,IT Infrastructure & Security
blockchain,IT Infrastructure & Security,Blockchain,3,,tool,IT Infrastructure & Security
caliper,IT Infrastructure & Security,Caliper,3,,tool,IT Infrastructure & Security
calipers,IT Infrastructure & Security,Calipers,3,,tool,IT Infrastructure & Security
cloud,IT Infrastructure & Security,Cloud,3,,tool,IT Infrastructure & Security
cloudbased,IT Infrastructure & Security,Cloudbased,3,,tool,IT Infrastructure & Security
cloudwatch,IT Infrastructure & Security,Cloudwatch,3,,tool,IT Infrastructure & Security
devops,IT Infrastructure & Security,Devops,3,,tool,IT Infrastructure & Security
diplomacy,IT Infrastructure & Security,Diplomacy,3,,tool,IT Infrastructure & Security
discipline,IT Infrastructure & Security,Discipline,3,,tool,IT Infrastructure & Security
dispatcher,IT Infrastructure & Security,Dispatcher,3,,tool,IT Infrastructure & Security
dns,IT Infrastructure & Security,Dns,3,,tool,IT Infrastructure & Security
encryption,IT Infrastructure & Security,Encryption,3,,tool,IT Infrastructure & Security
incident,IT Infrastructure & Security,Incident,3,,tool,IT Infrastructure & Security
landscaping,IT Infrastructure & Security,Landscaping,3,,tool,IT Infrastructure & Security
leadership,IT Infrastructure & Security,Leadership,3,,tool,IT Infrastructure & Security
mentorship,IT Infrastructure & Security,Mentorship,3,,tool,IT Infrastructure & Security
microservices,IT Infrastructure & Security,Microservices,3,,tool,IT Infrastructure & Security
monitoring,IT Infrastructure & Security,Monitoring,3,,tool,IT Infrastructure & Security
multidisciplinary,IT Infrastructure & Security,Multidisciplinary,3,,tool,IT Infrastructure & Security
networking,IT Infrastructure & Security,Networking,3,,tool,IT Infrastructure & Security
ownership,IT Infrastructure & Security,Ownership,3,,tool,IT Infrastructure & Security
planning,IT Infrastructure & Security,Planning,3,,tool,IT Infrastructure & Security
routing,IT Infrastructure & Security,Routing,3,,tool,IT Infrastructure & Security
scripting,IT Infrastructure & Security,Scripting,3,,tool,IT Infrastructure & Security
server,IT Infrastructure & Security,Server,3,,tool,IT Infrastructure & Security
serverless,IT Infrastructure & Security,Serverless,3,,tool,IT Infrastructure & Security
shipping,IT Infrastructure & Security,Shipping,3,,tool,IT Infrastructure & Security
virtualization,IT Infrastructure & Security,Virtualization,3,,tool,IT Infrastructure & Security
wireless,IT Infrastructure & Security,Wireless,3,,tool,IT Infrastructure & Security
bioprocess,Operations & Logistics,Bioprocess,2,,hard,Operations & Logistics
capacity,Operations & Logistics,Capacity,2,,hard,Operations & Logistics
contract,Operations & Logistics,Contract,2,,hard,Operations & Logistics
contracting,Operations & Logistics,Contracting,2,,hard,Operations & Logistics
contractors,Operations & Logistics,Contractors,2,,hard,Operations & Logistics
contracts,Operations & Logistics,Contracts,2,,hard,Operations & Logistics
inventory,Operations & Logistics,Inventory,2,,hard,Operations & Logistics
kanban,Operations & Logistics,Kanban,2,,hard,Operations & Logistics
logistics,Operations & Logistics,Logistics,2,,hard,Operations & Logistics
negotiation,Operations & Logistics,Negotiation,2,,hard,Operations & Logistics
optimization,Operations & Logistics,Optimization,2,,hard,Operations & Logistics
procurement,Operations & Logistics,Procurement,2,,hard,Operations & Logistics
quality,Operations & Logistics,Quality,2,,hard,Operations & Logistics
safety,Operations & Logistics,Safety,2,,hard,Operations & Logistics
scheduling,Operations & Logistics,Scheduling,2,,hard,Operations & Logistics
training,Operations & Logistics,Training,2,,hard,Operations & Logistics
vendor,Operations & Logistics,Vendor,2,,hard,Operations & Logistics
workflow,Operations & Logistics,Workflow,2,,hard,Operations & Logistics
accountability,Soft Skills,Accountability,1,,soft,Soft Skills
adaptability,Soft Skills,Adaptability,1,,soft,Soft Skills
analytical,Soft Skills,Analytical,1,,soft,Soft Skills
bioanalytical,Soft Skills,Bioanalytical,1,,soft,Soft Skills
coaching,Soft Skills,Coaching,1,,soft,Soft Skills
collaboration,Soft Skills,Collaboration,1,,soft,Soft Skills
communication,Soft Skills,Communication,1,,soft,Soft Skills
communications,Soft Skills,Communications,1,,soft,Soft Skills
copywriting,Soft Skills,Copywriting,1,,soft,Soft Skills
creativity,Soft Skills,Creativity,1,,soft,Soft Skills
customerfocused,Soft Skills,Customerfocused,1,,soft,Soft Skills
decisionmaking,Soft Skills,Decisionmaking,1,,soft,Soft Skills
ethics,Soft Skills,Ethics,1,,soft,Soft Skills
flexibility,Soft Skills,Flexibility,1,,soft,Soft Skills
innovative,Soft Skills,Innovative,1,,soft,Soft Skills
integrity,Soft Skills,Integrity,1,,soft,Soft Skills
mentoring,Soft Skills,Mentoring,1,,soft,Soft Skills
multitasking,Soft Skills,Multitasking,1,,soft,Soft Skills
organizational,Soft Skills,Organizational,1,,soft,Soft Skills
presentation,Soft Skills,Presentation,1,,soft,Soft Skills
prioritization,Soft Skills,Prioritization,1,,soft,Soft Skills
problemsolving,Soft Skills,Problemsolving,1,,soft,Soft Skills
reporting,Soft Skills,Reporting,1,,soft,Soft Skills
resilience,Soft Skills,Resilience,1,,soft,Soft Skills
telecommunication,Soft Skills,Telecommunication,1,,soft,Soft Skills
writing,Soft Skills,Writing,1,,soft,Soft Skills
adobe,Technical (Software & Programming),Adobe,4,,tool,Technical (Software & Programming)
Adobe XD,Design Skills,Adobe XD,4,xd,tool,Design Skills
Illustrator,Design Skills,Illustrator,4,adobe illustrator,tool,Design Skills
Photoshop,Design Skills,Photoshop,4,adobe photoshop,tool,Design Skills
Wordpress,Technical (Software & Programming),Wordpress,4,,tool,Technical (Software & Programming)
alteryx,Technical (Software & Programming),Alteryx,4,,tool,Technical (Software & Programming)
angularjs,Technical (Software & Programming),Angularjs,4,angular|angular.js,tool,Technical (Software & Programming)
ReactJS,Technical (Software & Programming),ReactJS,4,react|react.js,tool,Technical (Software & Programming)
VueJS,Technical (Software & Programming),VueJS,4,vue|vue.js,tool,Technical (Software & Programming)
ansible,Technical (Software & Programming),Ansible,4,,tool,Technical (Software & Programming)
ansys,Technical (Software & Programming),Ansys,4,,tool,Technical (Software & Programming)
autocad,Technical (Software & Programming),Autocad,4,,tool,Technical (Software & Programming)
azure,Technical (Software & Programming),Azure,4,,tool,Technical (Software & Programming)
canva,Technical (Software & Programming),Canva,4,,tool,Technical (Software & Programming)
cisco,Technical (Software & Programming),Cisco,4,,tool,Technical (Software & Programming)
confluence,Technical (Software & Programming),Confluence,4,,tool,Technical (Software & Programming)
datadog,Technical (Software & Programming),Datadog,4,,tool,Technical (Software & Programming)
docker,Technical (Software & Programming),Docker,4,containerization,tool,Technical (Software & Programming)
elasticsearch,Technical (Software & Programming),Elasticsearch,4,,tool,Technical (Software & Programming)
epic,Technical (Software & Programming),Epic,4,,tool,Technical (Software & Programming)
excel,Technical (Software & Programming),Excel,4,microsoft excel,tool,Technical (Software & Programming)
git,Technical (Software & Programming),Git,4,,tool,Technical (Software & Programming)
golang,Technical (Software & Programming),Golang,4,,tool,Technical (Software & Programming)
gradle,Technical (Software & Programming),Gradle,4,,tool,Technical (Software & Programming)
grafana,Technical (Software & Programming),Grafana,4,,tool,Technical (Software & Programming)
graphql,Technical (Software & Programming),Graphql,4,graph ql,tool,Technical (Software & Programming)
hadoop,Technical (Software & Programming),Hadoop,4,,tool,Technical (Software & Programming)
html,Technical (Software & Programming),Html,4,,tool,Technical (Software & Programming)
java,Technical (Software & Programming),Java,4,,tool,Technical (Software & Programming)
Core Java,Technical (Software & Programming),Core Java,4,,tool,Technical (Software & Programming)
Servlets,Technical (Software & Programming),Servlets,4,,tool,Technical (Software & Programming)
JSP,Technical (Software & Programming),JSP,4,,tool,Technical (Software & Programming)
JSTL,Technical (Software & Programming),JSTL,4,,tool,Technical (Software & Programming)
JDBC,Technical (Software & Programming),JDBC,4,,tool,Technical (Software & Programming)
