person_id,institution,program,start_date,location
299,NORTH CAROLINA STATE UNIVERSITY,Bachelor's in Supply Chain Operations,08/2008,"Raleigh, NC"
300,Southern Polytechnic State University,Bachelor's Degree in Software Engineering,,"Marietta, GA"
301,Lebanon Valley College,Master of Business Administration in Healthcare Management,08/17,"Annville, PA"
301,Susquehanna University,BS in Finance,05/08,"Selinsgrove, PA"
302,Ogun State Polytechnic,Higher National Diploma (H.N.D) in Mass Communication,,
302,The Polytechnic,National Diploma (O.N.D) in Mass Communication,,
303,Ogun State Polytechnic,Higher National Diploma in (H.N.D) Mass Communication,,
303,The Polytechnic,National Diploma in (O.N.D) Mass Communication,,
304,Norfolk State University,Bachelor of Science in Computer Engineering,05/15,"Norfolk, VA"
305,Jawaharlal Nehru Technological University,B. Tech,,"Ananthapur, TAMIL NADU, IN"
306,The City College of the City University of New York,Econometrics,,
307,University of Bridgeport,Master of Science,,
307,Nagpur University,Bachelor of Engineering in Engineering,,
308,"The College at Old Westbury, State University of New York",Bachelor of Science in Accounting,,"New York, NY"
310,University of Kentucky,MBA in Business Administration,,"Lexington, KY"
310,Middle Tennessee State University,Bachelor of Science,,"Murfreesboro, TN"
312,University of Delaware,Bachelor's in Computer Science,02/13,"Wilmington, DE"
312,University of Delaware,Associate,09/11,"Wilmington, DE"
312,Charter School of Wilmington,High school or equivalent,05/11,"Wilmington, DE"
313,Tulsa Community College,MCDBA,,
314,Indiana University South Bend,Bachelor of Arts in Sociology in Spanish,03/05,"South Bend, IN"
315,Jawaharlal Nehru Technological University,,05/09,
316,"University of Puerto Rico - Mayagüez, PR",BS in Computer Engineering,09/09,"Mayagüez, PR"
317,Ajou University,Masters in International Trade,2011/,
317,University of Buea,Bachelors of Science in Management,2007/,
318,Jimma University,Bachelor's Degree in Computer Science,,
320,University of Dschang,,,
321,WESTERN ILLIONIS UNIVERSITY,B.A.,05/00,
322,University of Maryland University College,Bachelor's degree in Information Technology,,"Silver Spring, MD"
323,"Rutgers, The State University of New Jersey",Master of Arts in Political Science,09/14,"Newark, NJ"
323,"Rutgers, The State University of New Jersey",Bachelor of Arts in Political Science,09/12,"Newark, NJ"
323,Essex County College,Associate of Science in Social Science,09/10,"Newark, NJ"
325,"University of Missouri - Columbia, MO",B.S. in Information Technology,09/2009,"Columbia, MO"
326,Mary Baldwin College,Bachelors of Science in Psychology,09/12,"Staunton, VA"
326,Liberty University Online,Master in Arts in Applied Psychology Program,09/17,
326,Richland High School,,09/07,
327,GED course,GED in General Studies,09/00,"Auburndale, FL"
328,The American International University,Bachelor in Computer Science,,
328,Strayer University,Associate in Information Technology,,"Woodbridge, VA"
329,Azerbaijan State Oil Academy,Bachelor in Information Technology and Systems Engineering,,"Baku, AZ"
329,Azerbaijan State Economic University,MBA,,"Baku, AZ"
329,Virginia International University,Master of Science in Information Technology,,"Fairfax, VA"
330,Florida State University,M.S in Computer Science,12/2014,"Tallahassee, FL"
330,Kurukshetra University,B.Tech in Electronics & Communication,08/2010,"Kurukshetra, Haryana"
331,Federal University of Technology,Bachelor of Technology in Applied Geophysics,10/2010,October 2010
332,Howard University,,01/10,"Washington, DC"
332,Bowie State University,,08/08,"Bowie, MD"
333,Virginia Commonwealth University,M.S. in Information Systems,2007,
333,Shanghai University of International Business and Economics,B.S. in Economics,2003,
334,Tufts University,Bachelor of Science in Electrical Engineering,,"Medford, MA"
335,RAMAPO COLLEGE OF NEW JERSEY,Bachelor of Arts in Visual Art,09/09,"Mahwah, NJ"
335,COUNTY COLLEGE OF MORRIS,Associate of Fine Arts in Visual Art,09/07,"Township of Randolph, NJ"
337,ITT Technical Institute,Associate of Applied Science in Computer Network Engineering,09/13,2013 to 2015
338,University of New Hampshire,BS in Management,09/2009,New Hampshire
339,Pepperdine School of Law,Master of Legal Studies in Legal,05/19,"Malibu, CA"
339,Purdue University Global,Bachelor's in Paralegal Studies,07/13,"Indianapolis, IN"
340,Rutgers University,Bachelor of the Arts in Sociology,09/06,"New Brunswick, NJ"
341,California State University,Bachelor of Science in Information Systems & E-Commerce,2016,"Seaside, CA"
342,National Institute of Technology,Associates of Science,06/87,"Livonia, MI"
343,Bowie State University,Bachelor of Science in Computer Science,09/15,"Bowie, MD"
344,Southern New Hampshire University,Bachelor's in Cybersecurity,Present,
344,ECPI University,Associate in Computer Information Systems,07/2015,"Raleigh, NC"
345,New York University,Diploma in Cybersecurity,,"New York, NY"
345,Farleigh Dickinson University,Bachelor of Business Administration in Business Administration,,
346,National University Sofia Institute of Science & Technology,Bachelor of commerce in commerce,08/VA,"Alexandria, VA"
347,University Phoenix,MSc in Business Administration,,
347,University of Ibadan,BSc in Computer Science,,
348,Florida International University,Master of Science in Management Information Science,,
351,Addis Ababa University,Bachelor's Degree in Marketing Management,09/2004,"Addis Ababa, ET"
353,Bunker Hill Community College,Certificate in Health Information Tecnology,09/19,"Boston, MA"
353,New University of Lisbon,Bachelor of Science in Computer Science and Engineering in Computer Science,11/03,"Lisbon, PT"
354,University of Windsor,BS in Computer Science,,
355,George Mason University,B.A. in Economics,09/16,"Fairfax, VA"
355,Northern Virginia Community College,A.S. in General Studies,09/14,"Annandale, VA"
356,Michigan State University,Bachelor of Science in Environmental Planning,09/07,"East Lansing, MI"
357,Columbia Broadcasting School,Radio Announcing and Advertising,1984/01,"Orlando, FL"
357,University of District of Columbia,,1982/01,
358,"Sri Krishna College of Engineering and Technology, Coimbatore",B.E. in Computer Science and Engineering,05/01,Coimbatore
358,St Antony Matriculation Higher Secondary School,,1999,
359,California University of Management and Sciences,Master's Degree in Computer Information Systems,04/13,"Anaheim, CA"
359,"Bangalore University, Indo Asian Academy",MBA in Business Administration,07/10,"Bengaluru, Karnataka"
359,Bangalore University Garden City College,BCA Bachelor of Computer Application,03/07,"Bengaluru, Karnataka"
360,University Of Yaounde,BS,,
361,COIN Consultancy and Training Institute,Diploma in Databases,12/2012,"Dunwoody, GA"
361,Southern State Polytechnic University,CCNA,08/2011,"Marietta, GA"
361,Federal University of Tech. Akure,Bachelor of Engineering in (B.Eng.) Mechanical Engineering,08/2008,Ondo State
362,University of Lagos,Bachelor's Degree in Sociology,09/00,Lagos
363,Rhode Island College,B.A. in English,,"Providence, RI"
364,John Brown University,Business and Science,09/84,"Siloam Springs, AR"
366,"Pennsylvania State University, College of the Liberal Arts",Bachelor of Arts in International Politics,08/2011,"Economy, PA"
367,Ohio University,BS in Environmental Geography,09/2007,"Athens, OH"
368,University of Salford,M.S in Information system management,09/14,Manchester
368,Madonna University International,B.S in Computer Science,09/07,
369,University of Nigeria Nsukka,Computer Science,,
370,LSU,,,
371,Rajshahi University,Bachelor of Science in Computer Science in Engineering & Technology,09/2012,
372,George Mason University,Bachelor of Science in Computer Science,1993,"Fairfair, VA"
373,The Ohio State University,B.A. in Psychology in Pre-medicine,05/17,"Columbus, OH"
373,Lorain County Community College,,09/11,
375,Concord University,Bachelor of Arts in Graphic Design in Graphic Design/Advertising,2017,
376,Morgan State University,Bachelor of Science in Telecommunications,08/2005,"Baltimore, MD"
377,Bellevue University,Master of Science in Computer Information Systems / Database,03/19,"Bellevue, NE"
377,Bellevue University,Bachelor of Science in Computer Information Systems,08/15,"Bellevue, NE"
377,The US Army Aviation Logistics School,Associate of Science in Management Information System,08/13,"Omaha, NE"
378,Fort Hays State University,Master's in Information Systems,2008,
379,SOUTHERN NEW HAMPSHIRE UNIVERSITY,Bachelor's in Information Technologies with a concentration in Cybersecurity,03/19,
380,Stevenson University,Film/Video,,"Owings Mills, MD"
380,Bishop McNamara High School,,,"Forestville, MD"
382,Burk Baker Real Estate School,Certification in Real Estate,05/2005,"Baton Rouge, LA"
382,Southern University A&M College,Bachelor's of Science in Psychology,05/2005,"Baton Rouge, LA"
382,BLINN College,Associate in Business Management,,
383,Fullerton College,Liberal Arts,,"Fullerton, CA"
383,Unity University,Marketing degree,,"Addis Ababa, ET"
384,TROY UNIVERSITY,Bachelor's Degree in Plant Physiology,08/2013,"Troy, AL"
384,OBAFEMI AWOLOWO UNIVERSITY,Bachelor's Degree in Plant Physiology,09/2007,ILE -IFE
385,Bowie State University,MSc in Management Information Systems,05/19,"Laurel, MD"
385,Federal College of Animal Health and Production Technology,Bachelor of Science in Agriculture,09/09,
387,California State University - Fullerton,BACHELOR OF ARTS in INFORMATION SYSTEMS,2012,CA
388,Trevecca Nazarene University,MBA in Healthcare Administration,05/19,"Nashville, TN"
388,Tennessee State University,B.S. in Chemistry,12/16,"Nashville, TN"
389,University of Maryland Baltimore County,B. Sc. in Biological Sciences,,"Baltimore, MD"
390,Western Governors University,Bachelor of Science in Computer Science,2016,
390,Everett Community College,Associates in Technical Arts in Computer Information Systems,2009,
392,The International University of Missouri,MBA in Finance,1995,
392,University of Karachi,Bachelor of Commerce in Commerce,1989,
393,SUNY Empire State University,Business Management,2019,"New York, NY"
394,University of Benin,B.Eng. in Mechanical Engineering,03/2014,
395,The Catholic University of America,Bachelors in Environmental Engineering,09/2009,"Washington, DC"
395,Boltos Solution Institute,Oracle Database Administrator,2012,"Laurel, MD"
396,University of Akron,Bachelors in Business Administration in Marketing Management,,
396,Cuyahoga Community College,Associate of Science,,
397,New York City College of Technology,Bachelor of Computer Engineering Technology in Computer Engineering Technology,01/2020,"Brooklyn, NY"
397,Ahsanullah University Of Science and Technology,Bachelor of Computer Science and Engineering in Computer Science and Engineering,01/2007,Bangladesh
398,SUNY Corning Community College,A.A.S. in Information Technology,01/16,"Corning, NY"
398,Elmira Free Academy,High School Diploma,09/95,"Elmira, NY"
399,Maiwand Institute of Higher Education,Bachelor's,03/2011,"Kabul, AF"
400,University of Lagos,Master's Degree in International Law and Diplomacy,09/16,Lagos
400,University of Lagos,Bachelor of Arts in European Languages,09/06,Lagos
401,University of Missouri - St. Louis,B.S. in Information Systems,08/09,"St. Louis, MO"
401,St. Louis Community College at Florissant Valley,A.A in Electronic Engineering Technology,,
402,Clinical Central Eastern University,Bachelor in Psychology,09/13,Santo Domingo
403,ECPI University,Bachelor of Science in Computing,05/14,"Greenville, SC"
404,Saint Leo University,Masters of Business Administration in Project Management,12/20,Saint Leo
404,Saint Leo University,Bachelor's in Business Administration/Project Management,05/16,"Saint Leo, FL"
405,Abia State Polytechnic,BSc in Computer Science,,
406,"UMUC - Largo, MD",Cyber Security (BA Program),2014/09,"Largo, MD"
406,"Community College of Baltimore County - Essex, MD",AAS in Information Technology,2010/09,"Essex, MD"
407,Jawaharlal Nehru Technological University,Bachelor's in Computer Science,,"Hyderabad, Telangana"
407,University of Illinois at Springfield,Master's in Computer Science,,"Springfield, IL"
408,University of York,Master of Science in Archaeological Information Systems,,ENG
408,University of North Carolina at Chapel Hill,Master of Science in Information Systems,,"Chapel Hill, NC"
408,University of North Carolina at Chapel Hill,Bachelor of Arts in Cultural Anthropology,,"Chapel Hill, NC"
409,American Intercontinental University,MBA in Management,01/GA,"Atlanta, GA"
409,Covenant University,Bachelor of Management and Information Systems in Management and Information Systems,,"Lagos, NG"
410,University of Maryland,Master's in Cyber Security Engineering,,
411,University of Delaware,Master's computer science,,
411,University of Buea,BS Computer Science,,
412,Santa Clara University,Master of Science in Computer Engineering,N/A,"Santa Clara, CA"
412,University of California - Los Angeles,Master of Science in Structural Engineering,N/A,"Los Angeles, CA"
413,Southern New Hampshire University,A.A.S. in Computer Information Systems,,"Bronx Community College - Bronx, NY"
414,University of Maryland University College,"BSC, Computer Network & Security in Computer Network & Security",09/2016,"Baltimore, MD"
414,Ezekiel Private College,High School Diploma in Social Science,09/1998,"Iju Ishaga, Lagos Nigeria"
415,Rochester Institute of Technology,MBA in Management Information Systems & Marketing,01/16,"Rochester, NY"
